,refs
0,"This paper examines these terms of use for 30,090 uploads to discover barrier issues to sharing in the social sciences and compares them to those found in a survey of NIPS registrants."
1,"Two audiences are interested in algorithmic publications: the practitioner, who may use the algorithm, and the researcher, who will work to develop solutions superior to those extant."
2,
3,In this paper we study a mathematical model of tumor progression with random fitness increments. This work contributes to a quantitative understanding of the accumulation of mutations leading to cancer.Copyright 2010 Elsevier Inc. All rights reserved.
4,
5,
6,"A major challenge in interpretation of this data is to distinguish functional driver mutations that are important for cancer development from random, passenger mutations. This approach is confounded by the observation that driver mutations target multiple cellular signaling and regulatory pathways."
7,
8,
9,
10,
11,
12,The aim of the present study was to establish such a paradigm in healthy volunteers.
13,
14,
15,
16,"Our primary question was to learn whether mentally composing drawings of their own choice produce different brain electric features in artists and laymen. To this purpose, we studied multichannel electroencephalograph (EEG) signals from two broad groups (all participants were females): artists (professionally trained in visual arts) and non-artists (without any training in art)."
17,"We sought to link well established measures of divergent thinking and creative achievement (Creative Achievement Questionnaire - CAQ) to cortical thickness in a cohort of young (23.7 +- 4.2 years), healthy subjects. This is the first study to link cortical thickness measures to psychometric measures of creativity."
18,
19,
20,"We propose that the EBA plays a unique role in the perception of action, by representing the static structure, rather than dynamic aspects, of the human form."
21,The main reason for this is that the way hallucination is treated marks an important stance in one of the most hotly contested debates in this subdiscipline: the debate between 'relationalists' and 'representationalists'.
22,
23,
24,
25,
26,
27,
28,
29,
30,"This paper presents SemSearch, a search engine, which pays special attention to this issue by hiding the complexity of semantic search from end users and making it easy to use and effective."
31,This paper focuses on usability and investigates if NLIs are useful from an end-user's point of view.
32,So how can we help users to query a web of logic that they do not seem to understand?
33,
34,"This was done in order to prevent response biases caused by respondents not having to think about each statement; by alternating positive and negative items, the respondent has to read each statement and make an effort to think whether they agree or dis"
35,"This paper addresses these issues by presenting Querix, a domain-independent natural language interface for the Semantic Web."
36,"This paper proposes that controlled natural languages offer one way to bridge the gap. We believe that the use of guided entry overcomes the habitability problem, which adversely affects most natural language systems."
37,So how can we help users to query a web of logic that they do not seem to understand?
38,
39,
40,
41,
42,So how can we help users to query a web of logic that they do not seem to understand?
43,
44,"In order to reduce any complications and practice safety in radiological units, it is imperative to carry out pre-sedation assessments of children, obtain parental/guardian consent, monitor them closely before, during and after the procedure and have adequate equipment, a safe environment and a well-trained personnel.Although the S/GA techniques, sedative drugs and personnel involved vary from country to country, the ultimate goal of S/GA in radiology remains the same; namely, to provide safety and comfort for the patients."
45,The aim was to compare bowel distension and diagnostic properties of magnetic resonance imaging of the small bowel with oral contrast (MRI per OS) with magnetic resonance enteroclysis (MRE).
46,AIM To determine if a nasojejunal tube (NJT) is required for optimal examination of enteroclysis and if patients can be examined only in the supine position.
47,
48,
49,
50,
51,
52,
53,"In this paper, we mainly study some properties of elementary n-Lie algebras, and prove some necessary and sufficient conditions for elementary n-Lie algebras, we also give the relations between elementary n-algebras and E-algebras.Comment: 13 page"
54,
55,
56,This paper reviews the properties and applications of certain n-ary generalizations of Lie algebras in a self-contained and unified way.
57,"In Reconstructing the Cognitive World, Michael Wheeler argues that we should turn away from the generically Cartesian philosophical foundations of much contemporary cognitive science research and proposes instead a Heideggerian approach. He points to recent research in ""embodied-embedded"" cognitive science and proposes a Heideggerian framework to identify, amplify, and clarify the underlying philosophical foundations of this new work. He focuses much of his investigation on recent work in artificial intelligence-oriented robotics, discussing, among other topics, the nature and status of representational explanation, and whether (and to what extent) cognition is computation rather than a noncomputational phenomenon best described in the language of dynamical systems theory."
58,"Some of these historical affinities, and some of the relations between faculty psychology and Cartesianism, are discussed in the book."
